year,municipality_code,municipality,gini_index
1991,260980,Orocó,0.4504
2000,260980,Orocó,0.5602
2010,260980,Orocó,0.5195
1991,260990,Ouricuri,0.6341
2000,260990,Ouricuri,0.7252
2010,260990,Ouricuri,0.6209
1991,261000,Palmares,0.5491
2000,261000,Palmares,0.6083
2010,261000,Palmares,0.5175
1991,261010,Palmeirina,0.5781
2000,261010,Palmeirina,0.6733
2010,261010,Palmeirina,0.5336
1991,261020,Panelas,0.5542
2000,261020,Panelas,0.5888
2010,261020,Panelas,0.5724
1991,261030,Paranatama,0.4875
2000,261030,Paranatama,0.4891
2010,261030,Paranatama,0.5504
1991,261040,Parnamirim,0.5494
2000,261040,Parnamirim,0.5696
2010,261040,Parnamirim,0.5926
1991,261050,Passira,0.3993
2000,261050,Passira,0.557
2010,261050,Passira,0.5137
1991,261060,Paudalho,0.4899
2000,261060,Paudalho,0.5799
2010,261060,Paudalho,0.5755
1991,261070,Paulista,0.5487
2000,261070,Paulista,0.535
2010,261070,Paulista,0.5047
1991,261080,Pedra,0.5591
2000,261080,Pedra,0.6278
2010,261080,Pedra,0.5464
1991,261090,Pesqueira,0.5593
2000,261090,Pesqueira,0.5855
2010,261090,Pesqueira,0.5734
1991,261100,Petrolândia,0.5411
2000,261100,Petrolândia,0.58
2010,261100,Petrolândia,0.5686
1991,261110,Petrolina,0.6391
2000,261110,Petrolina,0.6426
2010,261110,Petrolina,0.6253
1991,261120,Poção,0.4407
2000,261120,Poção,0.573
2010,261120,Poção,0.5495
1991,261130,Pombos,0.6405
2000,261130,Pombos,0.5652
2010,261130,Pombos,0.4945
1991,261140,Primavera,0.4579
2000,261140,Primavera,0.5391
2010,261140,Primavera,0.4505
1991,261150,Quipapá,0.4498
2000,261150,Quipapá,0.6143
2010,261150,Quipapá,0.4877
1991,261153,Quixaba,NA
2000,261153,Quixaba,0.73740000000000006
2010,261153,Quixaba,0.4924
1991,261160,Recife,0.6739
2000,261160,Recife,0.6789
2010,261160,Recife,0.6894
1991,261170,Riacho das Almas,0.5205
2000,261170,Riacho das Almas,0.7211
2010,261170,Riacho das Almas,0.516
1991,261180,Ribeirão,0.5685
2000,261180,Ribeirão,0.6041
2010,261180,Ribeirão,0.5205
1991,261190,Rio Formoso,0.5043
2000,261190,Rio Formoso,0.5523
2010,261190,Rio Formoso,0.4512
1991,261200,Sairé,0.3945
2000,261200,Sairé,0.4666
2010,261200,Sairé,0.4626
1991,261210,Salgadinho,0.469
2000,261210,Salgadinho,0.5099
2010,261210,Salgadinho,0.5265
1991,261220,Salgueiro,0.6262
2000,261220,Salgueiro,0.648
2010,261220,Salgueiro,0.6006
1991,261230,Saloá,0.6743
2000,261230,Saloá,0.599
2010,261230,Saloá,0.5614
1991,261240,Sanharó,0.5554
2000,261240,Sanharó,0.6464
2010,261240,Sanharó,0.5168
1991,261245,Santa Cruz,NA
2000,261245,Santa Cruz,0.7218
2010,261245,Santa Cruz,0.5686
1991,261247,Santa Cruz da Baixa Verde,NA
2000,261247,Santa Cruz da Baixa Verde,0.5303
2010,261247,Santa Cruz da Baixa Verde,0.508
1991,261250,Santa Cruz do Capibaribe,0.5478
2000,261250,Santa Cruz do Capibaribe,0.5246
2010,261250,Santa Cruz do Capibaribe,0.4661
1991,261255,Santa Filomena,NA
2000,261255,Santa Filomena,0.6282
2010,261255,Santa Filomena,0.5491
1991,261260,Santa Maria da Boa Vista,0.5092
2000,261260,Santa Maria da Boa Vista,0.579
2010,261260,Santa Maria da Boa Vista,0.554
1991,261270,Santa Maria do Cambucá,0.4616
2000,261270,Santa Maria do Cambucá,0.6481
2010,261270,Santa Maria do Cambucá,0.4668
1991,261280,Santa Terezinha,0.5012
2000,261280,Santa Terezinha,0.5512
2010,261280,Santa Terezinha,0.5206
1991,261290,São Benedito do Sul,0.4633
2000,261290,São Benedito do Sul,0.5573
2010,261290,São Benedito do Sul,0.5283
1991,261300,São Bento do Una,0.5859
2000,261300,São Bento do Una,0.7659
2010,261300,São Bento do Una,0.6094
1991,261310,São Caitano,0.4863
2000,261310,São Caitano,0.5835
2010,261310,São Caitano,0.5075
1991,261320,São João,0.4947
2000,261320,São João,0.5742
2010,261320,São João,0.5734
1991,261330,São Joaquim do Monte,0.5268
2000,261330,São Joaquim do Monte,0.5505
2010,261330,São Joaquim do Monte,0.5461
1991,261340,São José da Coroa Grande,0.5745
2000,261340,São José da Coroa Grande,0.6361
2010,261340,São José da Coroa Grande,0.5846
1991,261350,São José do Belmonte,0.5548
2000,261350,São José do Belmonte,0.5766
2010,261350,São José do Belmonte,0.5502
1991,261360,São José do Egito,0.6887
2000,261360,São José do Egito,0.5809
2010,261360,São José do Egito,0.5428
1991,261370,São Lourenço da Mata,0.5162
2000,261370,São Lourenço da Mata,0.5486
2010,261370,São Lourenço da Mata,0.5173
1991,261380,São Vicente Ferrer,0.5873
2000,261380,São Vicente Ferrer,0.5737
2010,261380,São Vicente Ferrer,0.5566
1991,261390,Serra Talhada,0.6208
2000,261390,Serra Talhada,0.5895
2010,261390,Serra Talhada,0.5714
1991,261400,Serrita,0.6363
2000,261400,Serrita,0.5328
2010,261400,Serrita,0.5668
1991,261410,Sertânia,0.5131
2000,261410,Sertânia,0.6185
2010,261410,Sertânia,0.6111
1991,261420,Sirinhaém,0.558
2000,261420,Sirinhaém,0.5528
2010,261420,Sirinhaém,0.4578
1991,261440,Solidão,0.5266
2000,261440,Solidão,0.6441
2010,261440,Solidão,0.5675
1991,261450,Surubim,0.5288
2000,261450,Surubim,0.5951
2010,261450,Surubim,0.5362
1991,261460,Tabira,0.6194
2000,261460,Tabira,0.6023
2010,261460,Tabira,0.5214
1991,261470,Tacaimbó,0.4824
2000,261470,Tacaimbó,0.5208
2010,261470,Tacaimbó,0.5151
1991,261480,Tacaratu,0.5753
2000,261480,Tacaratu,0.5901
2010,261480,Tacaratu,0.4977
1991,261485,Tamandaré,NA
2000,261485,Tamandaré,0.6264
2010,261485,Tamandaré,0.5576
1991,261500,Taquaritinga do Norte,0.5276
2000,261500,Taquaritinga do Norte,0.5224
2010,261500,Taquaritinga do Norte,0.4213
1991,261510,Terezinha,0.4486
2000,261510,Terezinha,0.6407
2010,261510,Terezinha,0.5377
1991,261520,Terra Nova,0.5392
2000,261520,Terra Nova,0.4906
2010,261520,Terra Nova,0.4996
1991,261530,Timbaúba,0.5865
2000,261530,Timbaúba,0.6049
2010,261530,Timbaúba,0.5154
1991,261540,Toritama,0.4068
2000,261540,Toritama,0.4487
2010,261540,Toritama,0.4464
1991,261550,Tracunhaém,0.495
2000,261550,Tracunhaém,0.4679
2010,261550,Tracunhaém,0.4542
1991,261560,Trindade,0.5117
2000,261560,Trindade,0.7682
2010,261560,Trindade,0.5784
1991,261570,Triunfo,0.5811
2000,261570,Triunfo,0.5897
2010,261570,Triunfo,0.5645
1991,261580,Tupanatinga,0.5272
2000,261580,Tupanatinga,0.6007
2010,261580,Tupanatinga,0.621
1991,261590,Tuparetama,0.6272
2000,261590,Tuparetama,0.6247
2010,261590,Tuparetama,0.4688
1991,261600,Venturosa,0.5312
2000,261600,Venturosa,0.5719
2010,261600,Venturosa,0.5274
1991,261610,Verdejante,0.5245
2000,261610,Verdejante,0.5686
2010,261610,Verdejante,0.5493
1991,261618,Vertente do Lério,NA
2000,261618,Vertente do Lério,0.5873
2010,261618,Vertente do Lério,0.4512
1991,261620,Vertentes,0.4917
2000,261620,Vertentes,0.5228
2010,261620,Vertentes,0.4645
1991,261630,Vicência,0.578
2000,261630,Vicência,0.5485
2010,261630,Vicência,0.5108
1991,261640,Vitória de Santo Antão,0.5526
2000,261640,Vitória de Santo Antão,0.5682
2010,261640,Vitória de Santo Antão,0.5537
1991,261650,Xexéu,NA
2000,261650,Xexéu,0.5137
2010,261650,Xexéu,0.4999
1991,270010,Água Branca,0.4999
2000,270010,Água Branca,0.6601
2010,270010,Água Branca,0.5667
1991,270020,Anadia,0.5038
2000,270020,Anadia,0.5945
2010,270020,Anadia,0.5381
1991,270030,Arapiraca,0.5581
2000,270030,Arapiraca,0.583
2010,270030,Arapiraca,0.5589
1991,270040,Atalaia,0.4672
2000,270040,Atalaia,0.5511
2010,270040,Atalaia,0.5172
1991,270050,Barra de Santo Antônio,0.4608
2000,270050,Barra de Santo Antônio,0.5036
2010,270050,Barra de Santo Antônio,0.5362
1991,270060,Barra de São Miguel,0.5777
2000,270060,Barra de São Miguel,0.5176
2010,270060,Barra de São Miguel,0.5576
1991,270070,Batalha,0.5548
2000,270070,Batalha,0.6674
2010,270070,Batalha,0.4951
1991,270080,Belém,0.5454
2000,270080,Belém,0.5909
2010,270080,Belém,0.5609
1991,270090,Belo Monte,0.4116
2000,270090,Belo Monte,0.5527
2010,270090,Belo Monte,0.6614
1991,270100,Boca da Mata,0.406
2000,270100,Boca da Mata,0.5751
2010,270100,Boca da Mata,0.5251
1991,270110,Branquinha,0.3929
2000,270110,Branquinha,0.5553
2010,270110,Branquinha,0.4304
1991,270120,Cacimbinhas,0.536
2000,270120,Cacimbinhas,0.6898
2010,270120,Cacimbinhas,0.5954
1991,270130,Cajueiro,0.4373
2000,270130,Cajueiro,0.4883
2010,270130,Cajueiro,0.5038
1991,270135,Campestre,NA
2000,270135,Campestre,0.5272
2010,270135,Campestre,0.4785
1991,270140,Campo Alegre,0.446
2000,270140,Campo Alegre,0.5191
2010,270140,Campo Alegre,0.4882
1991,270150,Campo Grande,0.6174
2000,270150,Campo Grande,0.686
2010,270150,Campo Grande,0.5815
1991,270160,Canapi,0.5374
2000,270160,Canapi,0.6711
2010,270160,Canapi,0.6032
1991,270170,Capela,0.4924
2000,270170,Capela,0.5826
2010,270170,Capela,0.5017
1991,270180,Carneiros,0.5043
2000,270180,Carneiros,0.5167
2010,270180,Carneiros,0.5463
1991,270190,Chã Preta,0.543
2000,270190,Chã Preta,0.5854
2010,270190,Chã Preta,0.522
1991,270200,Coité do Nóia,0.5
2000,270200,Coité do Nóia,0.5694
2010,270200,Coité do Nóia,0.5216
1991,270210,Colônia Leopoldina,0.4506
2000,270210,Colônia Leopoldina,0.5305
2010,270210,Colônia Leopoldina,0.5406
1991,270220,Coqueiro Seco,0.5338
2000,270220,Coqueiro Seco,0.6073
2010,270220,Coqueiro Seco,0.5025
1991,270230,Coruripe,0.4847
2000,270230,Coruripe,0.5765
2010,270230,Coruripe,0.5408
1991,270235,Craíbas,0.3917
2000,270235,Craíbas,0.5064
2010,270235,Craíbas,0.5318
1991,270240,Delmiro Gouveia,0.5232
2000,270240,Delmiro Gouveia,0.6051
2010,270240,Delmiro Gouveia,0.538
1991,270250,Dois Riachos,0.4119
2000,270250,Dois Riachos,0.546
2010,270250,Dois Riachos,0.5548
1991,270255,Estrela de Alagoas,NA
2000,270255,Estrela de Alagoas,0.6023
2010,270255,Estrela de Alagoas,0.5124
1991,270260,Feira Grande,0.4035
2000,270260,Feira Grande,0.592
2010,270260,Feira Grande,0.5351
1991,270270,Feliz Deserto,0.4447
2000,270270,Feliz Deserto,0.4329
2010,270270,Feliz Deserto,0.5
1991,270280,Flexeiras,0.374
2000,270280,Flexeiras,0.5119
2010,270280,Flexeiras,0.4796
1991,270290,Girau do Ponciano,0.5124
2000,270290,Girau do Ponciano,0.6143
2010,270290,Girau do Ponciano,0.5873
1991,270300,Ibateguara,0.3872
2000,270300,Ibateguara,0.5555
2010,270300,Ibateguara,0.5345
1991,270310,Igaci,0.4634
2000,270310,Igaci,0.6266
2010,270310,Igaci,0.5725
1991,270320,Igreja Nova,0.5056
2000,270320,Igreja Nova,0.6023
2010,270320,Igreja Nova,0.663
1991,270330,Inhapi,0.4607
2000,270330,Inhapi,0.6838
2010,270330,Inhapi,0.6782
1991,270340,Jacaré dos Homens,0.5489
2000,270340,Jacaré dos Homens,0.6942
2010,270340,Jacaré dos Homens,0.5015
1991,270350,Jacuípe,0.4049
2000,270350,Jacuípe,0.5771
2010,270350,Jacuípe,0.47
1991,270360,Japaratinga,0.5181
2000,270360,Japaratinga,0.5954
2010,270360,Japaratinga,0.5178
1991,270370,Jaramataia,0.4421
2000,270370,Jaramataia,0.434
2010,270370,Jaramataia,0.4854
1991,270375,Jequiá da Praia,NA
2000,270375,Jequiá da Praia,NA
2010,270375,Jequiá da Praia,0.4746
1991,270380,Joaquim Gomes,0.3921
2000,270380,Joaquim Gomes,0.5667
2010,270380,Joaquim Gomes,0.506
1991,270390,Jundiá,0.4961
2000,270390,Jundiá,0.5077
2010,270390,Jundiá,0.5381
1991,270400,Junqueiro,0.4336
2000,270400,Junqueiro,0.6447
2010,270400,Junqueiro,0.5691
1991,270410,Lagoa da Canoa,0.435
2000,270410,Lagoa da Canoa,0.5003
2010,270410,Lagoa da Canoa,0.5269
1991,270420,Limoeiro de Anadia,0.4246
2000,270420,Limoeiro de Anadia,0.5737
2010,270420,Limoeiro de Anadia,0.564
1991,270430,Maceió,0.6367
2000,270430,Maceió,0.6734
2010,270430,Maceió,0.6378
1991,270440,Major Isidoro,0.5135
2000,270440,Major Isidoro,0.5567
2010,270440,Major Isidoro,0.549
1991,270490,Mar Vermelho,0.4414
2000,270490,Mar Vermelho,0.5834
2010,270490,Mar Vermelho,0.4801
1991,270450,Maragogi,0.4516
2000,270450,Maragogi,0.5628
2010,270450,Maragogi,0.5385
1991,270460,Maravilha,0.6302
2000,270460,Maravilha,0.6032
2010,270460,Maravilha,0.5798
1991,270470,Marechal Deodoro,0.547
2000,270470,Marechal Deodoro,0.6098
2010,270470,Marechal Deodoro,0.6112
1991,270480,Maribondo,0.591
2000,270480,Maribondo,0.6542
2010,270480,Maribondo,0.4927
1991,270500,Mata Grande,0.5152
2000,270500,Mata Grande,0.6703
2010,270500,Mata Grande,0.5747
1991,270510,Matriz de Camaragibe,0.4591
2000,270510,Matriz de Camaragibe,0.4996
2010,270510,Matriz de Camaragibe,0.4809
1991,270520,Messias,0.5626
2000,270520,Messias,0.5494
2010,270520,Messias,0.5022
1991,270530,Minador do Negrão,0.5383
2000,270530,Minador do Negrão,0.4642
2010,270530,Minador do Negrão,0.5411
1991,270540,Monteirópolis,0.4554
2000,270540,Monteirópolis,0.7853
2010,270540,Monteirópolis,0.4931
1991,270550,Murici,0.4682
2000,270550,Murici,0.5469
2010,270550,Murici,0.4894
1991,270560,Novo Lino,0.6642
2000,270560,Novo Lino,0.5421
2010,270560,Novo Lino,0.5525
1991,270570,Olho d'Água das Flores,0.5689
2000,270570,Olho d'Água das Flores,0.6458
2010,270570,Olho d'Água das Flores,0.5576
1991,270580,Olho d'Água do Casado,0.6249
2000,270580,Olho d'Água do Casado,0.6253
2010,270580,Olho d'Água do Casado,0.5503
1991,270590,Olho d'Água Grande,0.506
2000,270590,Olho d'Água Grande,0.6625
2010,270590,Olho d'Água Grande,0.592
1991,270600,Olivença,0.4183
2000,270600,Olivença,0.6751
2010,270600,Olivença,0.5611
1991,270610,Ouro Branco,0.5315
2000,270610,Ouro Branco,0.5702
2010,270610,Ouro Branco,0.5564
1991,270620,Palestina,0.5175
2000,270620,Palestina,0.5395
2010,270620,Palestina,0.604
1991,270630,Palmeira dos Índios,0.5507
2000,270630,Palmeira dos Índios,0.5909
2010,270630,Palmeira dos Índios,0.5745
1991,270640,Pão de Açúcar,0.5349
2000,270640,Pão de Açúcar,0.7154
2010,270640,Pão de Açúcar,0.5714
1991,270642,Pariconha,NA
2000,270642,Pariconha,0.6489
2010,270642,Pariconha,0.5042
1991,270644,Paripueira,NA
2000,270644,Paripueira,0.5905
2010,270644,Paripueira,0.5398
1991,270650,Passo de Camaragibe,0.4118
2000,270650,Passo de Camaragibe,0.6092
2010,270650,Passo de Camaragibe,0.4939
1991,270660,Paulo Jacinto,0.4963
2000,270660,Paulo Jacinto,0.5855
2010,270660,Paulo Jacinto,0.5291
1991,270670,Penedo,0.5961
2000,270670,Penedo,0.653
2010,270670,Penedo,0.5658
1991,270680,Piaçabuçu,0.5219
2000,270680,Piaçabuçu,0.565
2010,270680,Piaçabuçu,0.5334
1991,270690,Pilar,0.5155
2000,270690,Pilar,0.5482
2010,270690,Pilar,0.5349
1991,270700,Pindoba,0.6321
2000,270700,Pindoba,0.5093
2010,270700,Pindoba,0.5868
1991,270710,Piranhas,0.6513
2000,270710,Piranhas,0.7362
2010,270710,Piranhas,0.6126
1991,270720,Poço das Trincheiras,0.4683
2000,270720,Poço das Trincheiras,0.6659
2010,270720,Poço das Trincheiras,0.6395
1991,270730,Porto Calvo,0.5321
2000,270730,Porto Calvo,0.5695
2010,270730,Porto Calvo,0.4872
1991,270740,Porto de Pedras,0.4604
2000,270740,Porto de Pedras,0.6111
2010,270740,Porto de Pedras,0.5372
1991,270750,Porto Real do Colégio,0.4544
2000,270750,Porto Real do Colégio,0.6601
2010,270750,Porto Real do Colégio,0.6208
1991,270760,Quebrangulo,0.5591
2000,270760,Quebrangulo,0.6357
2010,270760,Quebrangulo,0.5358
1991,270770,Rio Largo,0.4845
2000,270770,Rio Largo,0.5402
2010,270770,Rio Largo,0.4988
1991,270780,Roteiro,0.3629
2000,270780,Roteiro,0.5524
2010,270780,Roteiro,0.4703
1991,270790,Santa Luzia do Norte,0.4605
2000,270790,Santa Luzia do Norte,0.5492
2010,270790,Santa Luzia do Norte,0.4928
1991,270800,Santana do Ipanema,0.5653
2000,270800,Santana do Ipanema,0.6889
2010,270800,Santana do Ipanema,0.6244
1991,270810,Santana do Mundaú,0.4709
2000,270810,Santana do Mundaú,0.5438
2010,270810,Santana do Mundaú,0.5044
1991,270820,São Brás,0.5371
2000,270820,São Brás,0.5996
2010,270820,São Brás,0.6251
1991,270830,São José da Laje,0.4705
2000,270830,São José da Laje,0.6128
2010,270830,São José da Laje,0.4915
1991,270840,São José da Tapera,0.5271
2000,270840,São José da Tapera,0.7299
2010,270840,São José da Tapera,0.581
1991,270850,São Luís do Quitunde,0.4713
2000,270850,São Luís do Quitunde,0.5163
2010,270850,São Luís do Quitunde,0.506
1991,270860,São Miguel dos Campos,0.5609
2000,270860,São Miguel dos Campos,0.5925
2010,270860,São Miguel dos Campos,0.5254
1991,270870,São Miguel dos Milagres,0.4433
2000,270870,São Miguel dos Milagres,0.5928
2010,270870,São Miguel dos Milagres,0.4896
1991,270880,São Sebastião,0.4408
2000,270880,São Sebastião,0.636
2010,270880,São Sebastião,0.5522
1991,270890,Satuba,0.5026
2000,270890,Satuba,0.5539
2010,270890,Satuba,0.5312
1991,270895,Senador Rui Palmeira,0.4656
2000,270895,Senador Rui Palmeira,0.6992
2010,270895,Senador Rui Palmeira,0.5498
1991,270900,Tanque d'Arca,0.4561
2000,270900,Tanque d'Arca,0.6436
2010,270900,Tanque d'Arca,0.5067
1991,270910,Taquarana,0.4693
2000,270910,Taquarana,0.6143
2010,270910,Taquarana,0.5169
1991,270915,Teotônio Vilela,0.4253
2000,270915,Teotônio Vilela,0.6371
2010,270915,Teotônio Vilela,0.5223
1991,270920,Traipu,0.5145
2000,270920,Traipu,0.7457
2010,270920,Traipu,0.6452
1991,270930,União dos Palmares,0.5434
2000,270930,União dos Palmares,0.5729
2010,270930,União dos Palmares,0.5469
1991,270940,Viçosa,0.5755
2000,270940,Viçosa,0.6554
2010,270940,Viçosa,0.6128
1991,280010,Amparo de São Francisco,0.4523
2000,280010,Amparo de São Francisco,0.627
2010,280010,Amparo de São Francisco,0.5102
1991,280020,Aquidabã,0.545
2000,280020,Aquidabã,0.5447
2010,280020,Aquidabã,0.5542
1991,280030,Aracaju,0.6259
2000,280030,Aracaju,0.6409
2010,280030,Aracaju,0.6341
1991,280040,Arauá,0.5056
2000,280040,Arauá,0.5629
2010,280040,Arauá,0.5104
1991,280050,Areia Branca,0.4552
2000,280050,Areia Branca,0.5114
2010,280050,Areia Branca,0.4841
1991,280060,Barra dos Coqueiros,0.5569
2000,280060,Barra dos Coqueiros,0.5618
2010,280060,Barra dos Coqueiros,0.6002
1991,280067,Boquim,0.5426
2000,280067,Boquim,0.5695
2010,280067,Boquim,0.5081
1991,280070,Brejo Grande,0.4147
2000,280070,Brejo Grande,0.5513
2010,280070,Brejo Grande,0.52
1991,280100,Campo do Brito,0.5795
2000,280100,Campo do Brito,0.5592
2010,280100,Campo do Brito,0.5433
1991,280110,Canhoba,0.5187
2000,280110,Canhoba,0.5291
2010,280110,Canhoba,0.5254
1991,280120,Canindé de São Francisco,0.4571
2000,280120,Canindé de São Francisco,0.6582
2010,280120,Canindé de São Francisco,0.5584
1991,280130,Capela,0.5915
2000,280130,Capela,0.5697
2010,280130,Capela,0.5563
1991,280140,Carira,0.5588
2000,280140,Carira,0.5205
2010,280140,Carira,0.4961
1991,280150,Carmópolis,0.5655
2000,280150,Carmópolis,0.5705
2010,280150,Carmópolis,0.5589
1991,280160,Cedro de São João,0.5189
2000,280160,Cedro de São João,0.4813
2010,280160,Cedro de São João,0.5338
1991,280170,Cristinápolis,0.5168
2000,280170,Cristinápolis,0.6026
2010,280170,Cristinápolis,0.5002
1991,280190,Cumbe,0.4875
2000,280190,Cumbe,0.4668
2010,280190,Cumbe,0.4877
1991,280200,Divina Pastora,0.4916
2000,280200,Divina Pastora,0.4225
2010,280200,Divina Pastora,0.3997
1991,280210,Estância,0.5559
2000,280210,Estância,0.5992
2010,280210,Estância,0.5383
1991,280220,Feira Nova,0.4082
2000,280220,Feira Nova,0.4883
2010,280220,Feira Nova,0.485
1991,280230,Frei Paulo,0.5249
2000,280230,Frei Paulo,0.6424
2010,280230,Frei Paulo,0.4907
1991,280240,Gararu,0.5297
2000,280240,Gararu,0.6133
2010,280240,Gararu,0.6244
1991,280250,General Maynard,0.4324
2000,280250,General Maynard,0.5244
2010,280250,General Maynard,0.5612
1991,280260,Gracho Cardoso,0.4657
2000,280260,Gracho Cardoso,0.5135
2010,280260,Gracho Cardoso,0.5784
1991,280270,Ilha das Flores,0.4721
2000,280270,Ilha das Flores,0.6205
2010,280270,Ilha das Flores,0.5833
1991,280280,Indiaroba,0.4504
2000,280280,Indiaroba,0.566
2010,280280,Indiaroba,0.5328
1991,280290,Itabaiana,0.504
2000,280290,Itabaiana,0.5242
2010,280290,Itabaiana,0.5312
1991,280300,Itabaianinha,0.5039
2000,280300,Itabaianinha,0.5355
2010,280300,Itabaianinha,0.5091
1991,280310,Itabi,0.5103
2000,280310,Itabi,0.594
2010,280310,Itabi,0.4814
1991,280320,Itaporanga d'Ajuda,0.4719
2000,280320,Itaporanga d'Ajuda,0.513
2010,280320,Itaporanga d'Ajuda,0.5081
1991,280330,Japaratuba,0.5519
2000,280330,Japaratuba,0.5567
2010,280330,Japaratuba,0.5114
1991,280340,Japoatã,0.4667
2000,280340,Japoatã,0.4875
2010,280340,Japoatã,0.4979
1991,280350,Lagarto,0.5154
2000,280350,Lagarto,0.5565
2010,280350,Lagarto,0.5069
1991,280360,Laranjeiras,0.5363
2000,280360,Laranjeiras,0.5474
2010,280360,Laranjeiras,0.5351
1991,280370,Macambira,0.4518
2000,280370,Macambira,0.497
2010,280370,Macambira,0.4323
1991,280380,Malhada dos Bois,0.5076
2000,280380,Malhada dos Bois,0.5381
2010,280380,Malhada dos Bois,0.4686
1991,280390,Malhador,0.413
2000,280390,Malhador,0.528
2010,280390,Malhador,0.4563
1991,280400,Maruim,0.5384
2000,280400,Maruim,0.5106
2010,280400,Maruim,0.4994
1991,280410,Moita Bonita,0.4593
2000,280410,Moita Bonita,0.5426
2010,280410,Moita Bonita,0.4443
1991,280420,Monte Alegre de Sergipe,0.4549
2000,280420,Monte Alegre de Sergipe,0.5679
2010,280420,Monte Alegre de Sergipe,0.5692
1991,280430,Muribeca,0.4358
2000,280430,Muribeca,0.5598
2010,280430,Muribeca,0.4923
1991,280440,Neópolis,0.4897
2000,280440,Neópolis,0.6341
2010,280440,Neópolis,0.5692
1991,280445,Nossa Senhora Aparecida,0.4008
2000,280445,Nossa Senhora Aparecida,0.5429
2010,280445,Nossa Senhora Aparecida,0.5539
1991,280450,Nossa Senhora da Glória,0.5412
2000,280450,Nossa Senhora da Glória,0.6603
2010,280450,Nossa Senhora da Glória,0.528
1991,280460,Nossa Senhora das Dores,0.5225
2000,280460,Nossa Senhora das Dores,0.5831
2010,280460,Nossa Senhora das Dores,0.5211
1991,280470,Nossa Senhora de Lourdes,0.5547
2000,280470,Nossa Senhora de Lourdes,0.499
2010,280470,Nossa Senhora de Lourdes,0.5
1991,280480,Nossa Senhora do Socorro,0.5251
